user_id,user_login,pull_request_url,comment_id,created_at,path,diff_hunk,content,code_smell
89905860,DGuhr,https://api.github.com/repos/keycloak/keycloak/pulls/11254,848527015,2022-04-12T14:46:50Z,quarkus/tests/integration/src/main/java/org/keycloak/it/utils/RawKeycloakDistribution.java,"@@ -256,32 +290,56 @@ private Path prepareDistribution() {         try {             Path distRootPath = Paths.get(System.getProperty(""java.io.tmpdir"")).resolve(""kc-tests"");             distRootPath.toFile().mkdirs();-            File distFile = new File(""../../dist/target/keycloak-"" + Version.VERSION_KEYCLOAK + "".zip"");++            File distFile = new File(""../../dist/"" + File.separator + ""target"" + File.separator + ""keycloak-"" + Version.VERSION_KEYCLOAK + "".zip"");             if (!distFile.exists()) {                 throw new RuntimeException(""Distribution archive "" + distFile.getAbsolutePath() +"" doesn't exists"");             }             distRootPath.toFile().mkdirs();             String distDirName = distFile.getName().replace(""keycloak-server-x-dist"", ""keycloak.x"");-            Path distPath = distRootPath.resolve(distDirName.substring(0, distDirName.lastIndexOf('.')));+            Path dPath = distRootPath.resolve(distDirName.substring(0, distDirName.lastIndexOf('.')));++            if (!inited || (reCreate || !dPath.toFile().exists())) {++                if (!Environment.isWindows()) {+                    FileUtils.deleteDirectory(dPath.toFile());+                } else {+                    deleteTempFilesOnWindows(dPath);+                } -            if (!inited || (reCreate || !distPath.toFile().exists())) {-                FileUtils.deleteDirectory(distPath.toFile());                 ZipUtils.unzip(distFile.toPath(), distRootPath);             } -            // make sure kc.sh is executable-            if (!distPath.resolve(""bin"").resolve(""kc.sh"").toFile().setExecutable(true)) {-                throw new RuntimeException(""Cannot set kc.sh executable"");+            // make sure script is executable+            if (!dPath.resolve(""bin"").resolve(SCRIPT_CMD).toFile().setExecutable(true)) {",changed naming bc distPath is already defined at class,x
3957921,ahus1,https://api.github.com/repos/keycloak/keycloak/pulls/10231,848628327,2022-04-12T16:18:37Z,server-spi-private/src/test/java/org/keycloak/broker/provider/util/IdentityBrokerStateTest.java,"@@ -0,0 +1,74 @@+package org.keycloak.broker.provider.util;++import org.junit.Test;+import org.keycloak.authorization.identity.Identity;++import static org.junit.Assert.assertEquals;+import static org.junit.Assert.assertTrue;++public class IdentityBrokerStateTest {+    private static final int RELAY_STATE_MAX_LENGTH = 80;++    @Test+    public void decoded_withinBounds_preservesClientId() {+        // Arrange+        // The length of the concatenated strings is below 80 characters, the RelayState limit as per the SAML specification.+        String state = ""gNrGamIDGKpKSI9yOrcFzYTKoFGH779_WNCacAelkhk"";+        String tabId = ""vpISZLVDAc0"";+        String clientId = ""foo"";++        // Act+        IdentityBrokerState ibs = IdentityBrokerState.decoded(state, clientId, tabId);++        // Assert+        assertEquals(clientId, ibs.getClientId());+        assertTrue(ibs.getEncoded().length() < RELAY_STATE_MAX_LENGTH);+    }++    @Test+    public void decoded_outOfBounds_compressesClientId() {+        // Arrange+        // The length of the concatenated strings is above 80 characters, the RelayState limit as per the SAML specification.+        String state = ""gNrGamIDGKpKSI9yOrcFzYTKoFGH779_WNCacAelkhk"";+        String tabId = ""vpISZLVDAc0"";+        String clientId = ""https://login.blablabla.com/auth/realms/broker"";++        // Act+        IdentityBrokerState ibs = IdentityBrokerState.decoded(state, clientId, tabId);++        // Assert+        assertTrue(ibs.getClientId().length() < clientId.length());+        assertTrue(ibs.getEncoded().length() < RELAY_STATE_MAX_LENGTH);+    }++    @Test+    public void encoded_compressedClientId_decompressesClientId() {+        // Arrange+        String state = ""gNrGamIDGKpKSI9yOrcFzYTKoFGH779_WNCacAelkhk"";+        String tabId = ""vpISZLVDAc0"";+        String clientId = ""https://login.blablabla.com/auth/realms/broker"";+        String encodedState = IdentityBrokerState.decoded(state, clientId, tabId).getEncoded();","As the ""arrange"" part is calling IdentityBrokerState, thereby depending on the tested class. There is also no test to verify the output of encodedState. With that observation, I'd rather have the encodedState as a hardcoded string in here, so that it is visible in the code what is tested as the input, and that input doesn't change unexpectedly wehn decoded() or getEncoded() change.```suggestion        String encodedState = IdentityBrokerState.decoded(state, clientId, tabId).getEncoded();        assertEquals(""gNrGamIDGKpKSI9yOrcFzYTKoFGH779_WNCacAelkhk.vpISZLVDAc0.1997353014"", encodedState);```",
3957921,ahus1,https://api.github.com/repos/keycloak/keycloak/pulls/10231,848629676,2022-04-12T16:20:00Z,server-spi-private/src/test/java/org/keycloak/broker/provider/util/IdentityBrokerStateTest.java,"@@ -0,0 +1,74 @@+package org.keycloak.broker.provider.util;++import org.junit.Test;+import org.keycloak.authorization.identity.Identity;","unused import, please remove the unused import.",x
21758,abstractj,https://api.github.com/repos/keycloak/keycloak/pulls/11242,849835427,2022-04-13T19:45:53Z,server-spi/src/main/java/org/keycloak/urls/HostnameProvider.java,"@@ -34,7 +34,7 @@ public interface HostnameProvider extends Provider {      * Returns the URL scheme. If not implemented will delegate to {@link #getScheme(UriInfo)}.      *      * @param originalUriInfo the original URI-     * @param uype type of the request+     * @param type type of the request","@ya-makariy type is duplicated here. ""..type type...""",x
70059595,ya-makariy,https://api.github.com/repos/keycloak/keycloak/pulls/11242,849849064,2022-04-13T20:03:45Z,server-spi/src/main/java/org/keycloak/urls/HostnameProvider.java,"@@ -34,7 +34,7 @@ public interface HostnameProvider extends Provider {      * Returns the URL scheme. If not implemented will delegate to {@link #getScheme(UriInfo)}.      *      * @param originalUriInfo the original URI-     * @param uype type of the request+     * @param type type of the request","Also in the following methodsTo remove duplicates, need to create another issue + pr?https://github.com/keycloak/keycloak/blob/a6dd9dc0f1605ce0ac2b424df10e15a6eff6ff70/server-spi/src/main/java/org/keycloak/urls/HostnameProvider.java#L58  https://github.com/keycloak/keycloak/blob/a6dd9dc0f1605ce0ac2b424df10e15a6eff6ff70/server-spi/src/main/java/org/keycloak/urls/HostnameProvider.java#L78  https://github.com/keycloak/keycloak/blob/a6dd9dc0f1605ce0ac2b424df10e15a6eff6ff70/server-spi/src/main/java/org/keycloak/urls/HostnameProvider.java#L100  ",
25092005,tnorimat,https://api.github.com/repos/keycloak/keycloak/pulls/11295,850086446,2022-04-14T05:07:34Z,services/src/main/java/org/keycloak/protocol/oidc/grants/device/endpoints/DeviceEndpoint.java,"@@ -111,6 +111,11 @@ public Response handleDeviceRequest() {         AuthorizationEndpointRequest request = AuthorizationEndpointRequestParserProcessor.parseRequest(event, session, client,             httpRequest.getDecodedFormParameters()); +        if(request.getInvalidRequestMessage() != null) {+            throw new ErrorResponseException(OAuthErrorException.INVALID_GRANT,+                request.getInvalidRequestMessage(), Response.Status.BAD_REQUEST);",How about adding `event.error(Errors.INVALID_REQUEST);` the same as:https://github.com/keycloak/keycloak/blob/820ab52dce148eae0d51ba194ba9248bf83a69c6/services/src/main/java/org/keycloak/protocol/oidc/endpoints/AuthorizationEndpointChecker.java#L201-L203,
3957921,ahus1,https://api.github.com/repos/keycloak/keycloak/pulls/11242,850166258,2022-04-14T07:35:25Z,server-spi/src/main/java/org/keycloak/urls/HostnameProvider.java,"@@ -34,7 +34,7 @@ public interface HostnameProvider extends Provider {      * Returns the URL scheme. If not implemented will delegate to {@link #getScheme(UriInfo)}.      *      * @param originalUriInfo the original URI-     * @param uype type of the request+     * @param type type of the request","@abstractj - just to double-check on your previous comment: the first ""type"" is the name of the parameter, the description of the type is ""type of the request"". When removing ""type"" from the description of the parameter, the description would read ""of the request"". Is this what you intended?",
13906855,vmuzikar,https://api.github.com/repos/keycloak/keycloak/pulls/11243,850244163,2022-04-14T09:08:12Z,operator/src/main/java/org/keycloak/operator/v2alpha1/KeycloakRealmImportJob.java,"@@ -55,7 +56,9 @@ public KeycloakRealmImportJob(KubernetesClient client, KeycloakRealmImport realm      @Override     protected Optional<HasMetadata> getReconciledResource() {-        if (existingJob == null) {+        if (existingDeployment == null) {+            throw new ResourceNotFoundException(""Keycloak Deployment not found: "" + getKeycloakName());","This is an unrelated enhancement. I ran into unspecified NPE when fixing the RealmImport test, this is to make the dev experience better in the future.Re-using a Fabric8 exception as it represents a missing K8s resource.",
89905860,DGuhr,https://api.github.com/repos/keycloak/keycloak/pulls/11285,850334002,2022-04-14T11:03:43Z,docs/guides/src/main/server/configuration.adoc,"@@ -162,6 +162,24 @@ To add the initial admin user using environment variables, set `KEYCLOAK_ADMIN` Keycloak uses them at the first startup to create an initial user with administration rights. Once the first user with administrative rights exists, you can use the UI or the command line tool `kcadm.[sh|bat]` to create additional users. +== Using placeholders++You are able to use placeholders to resolve the configuration option value from environment variables.++.Using a placeholder to resolve the host from an environment variable+[source, bash]+----+db-url-host=""${r""${MY_DB_HOST}""}""","these quotes are duplicated during merge, no? shouldn't it be `$r{""${MY_DB_HOST}""}`? Looking at the html output it now looks like this:![Screenshot 2022-04-14 at 12 59 27](https://user-images.githubusercontent.com/89905860/163378584-055c2378-cdd7-411b-89a2-6f50dbfc0f93.png)which is wrongly double-quoted (or do I miss sth?)",x
5391360,hmlnarik,https://api.github.com/repos/keycloak/keycloak/pulls/11328,850755400,2022-04-14T19:47:24Z,model/map-jpa/src/main/java/org/keycloak/models/map/storage/jpa/JpaMapStorageProvider.java,"@@ -46,18 +52,15 @@ public void close() {     @Override     @SuppressWarnings(""unchecked"")     public <V extends AbstractEntity, M> MapStorage<V, M> getStorage(Class<M> modelType, Flag... flags) {-        factory.validateAndUpdateSchema(session, modelType);-        return new MapStorage<V, M>() {-            @Override-            public MapKeycloakTransaction<V, M> createTransaction(KeycloakSession session) {-                MapKeycloakTransaction<V, M> sessionTx = session.getAttribute(SESSION_TX_PREFIX + modelType.hashCode(), MapKeycloakTransaction.class);-                if (sessionTx == null) {-                    sessionTx = factory.createTransaction(modelType, em);-                    session.setAttribute(SESSION_TX_PREFIX + modelType.hashCode(), sessionTx);-                } -                return sessionTx;-            }-        };+        // validate and update the schema for the storage.+        this.factory.validateAndUpdateSchema(this.session, modelType);+        // create the JPA transaction and enlist it if needed.+        if (session.getAttribute(this.sessionTxKey) == null) {+            KeycloakTransaction jpaTransaction = new JpaTransactionWrapper(em.getTransaction());+            session.getTransactionManager().enlist(jpaTransaction);+            session.setAttribute(this.sessionTxKey, jpaTransaction);+        }+        return session -> factory.createTransaction(modelType, em);","Please use the full inline class form, `MapStorage` is intentionally not marked as `@FunctionalInterface` as there might be methods added in the future",x
