user_id,user_login,pull_request_url,comment_id,created_at,path,diff_hunk,content,codesmell
2811396,ejona86,https://api.github.com/repos/grpc/grpc/pulls/33360,1224484635,2023-06-09T15:54:54Z,tools/run_tests/xds_k8s_test_driver/framework/xds_k8s_testcase.py,"@@ -301,55 +301,66 @@ def assertRpcStatusCodes(self,                              method: str,                              stray_rpc_limit: int = 0) -> None:         """"""Assert all RPCs for a method are completing with a certain status.""""""+        expected_status_int: int = expected_status.value[0]+        expected_status_fmt: str = helpers_grpc.status_pretty(expected_status)+         # Sending with pre-set QPS for a period of time         before_stats = test_client.get_load_balancer_accumulated_stats()+        before_stats_fmt: str = self._pretty_accumulated_stats(before_stats)         logging.debug(","I agree that not having the test failure in-line with the logs is unfortunate. Ordinarily for python testing there's not as much teardown and teardown logging as we do, so it makes sense to be a gap. If you think about JUnit, it doesn't include the test failure in-line either (although there's some Java issues that contribute to that as well).I'd be quite fine with having the framework log an error. From a ""ctrl-f to find the log"" perspective, I don't know if it'd be best to duplicate the message or have a generic ""THE TEST FAILED HERE"", simply because there's two copies of the error on the sponge page already. But whatever, all that seems fine.",X
295906,drfloob,https://api.github.com/repos/grpc/grpc/pulls/33386,1224593757,2023-06-09T17:50:51Z,src/core/lib/event_engine/thread_pool/work_stealing_thread_pool.cc,"@@ -268,15 +268,15 @@ void WorkStealingThreadPool::WorkStealingThreadPoolImpl::Lifeguard::     MaybeStartNewThread();   }   lifeguard_running_ = false;-  lifeguard_shutdown_cv_.Signal();+  lifeguard_is_shut_down_cv_.Signal(); }  void WorkStealingThreadPool::WorkStealingThreadPoolImpl::Lifeguard::     BlockUntilShutdown() {   grpc_core::MutexLock lock(&lifeguard_shutdown_mu_);   while (lifeguard_running_) {-    lifeguard_shutdown_cv_.Signal();-    lifeguard_shutdown_cv_.WaitWithTimeout(+    lifeguard_should_shut_down_cv_.Signal();","If we only signal once, I think it's possible for the lifeguard main loop to miss it and wait longer than necessary (whatever the current backoff time is). This repeated signalling was a benchmark-driven optimization as well.",
18664614,markdroth,https://api.github.com/repos/grpc/grpc/pulls/33254,1224596900,2023-06-09T17:54:59Z,src/core/ext/filters/client_channel/lb_policy/pick_first/pick_first.cc,"@@ -336,6 +329,12 @@ absl::Status PickFirst::UpdateLocked(UpdateArgs args) {           DisableOutlierDetectionAttribute::kName,           std::make_unique<DisableOutlierDetectionAttribute>()));     }+    if (args.config != nullptr) {","This condition should always be true, so there's no need to check it.",
10120821,ctiller,https://api.github.com/repos/grpc/grpc/pulls/33386,1224651591,2023-06-09T18:56:40Z,src/core/lib/event_engine/thread_pool/work_stealing_thread_pool.cc,"@@ -268,15 +268,15 @@ void WorkStealingThreadPool::WorkStealingThreadPoolImpl::Lifeguard::     MaybeStartNewThread();   }   lifeguard_running_ = false;-  lifeguard_shutdown_cv_.Signal();+  lifeguard_is_shut_down_cv_.Signal(); }  void WorkStealingThreadPool::WorkStealingThreadPoolImpl::Lifeguard::     BlockUntilShutdown() {   grpc_core::MutexLock lock(&lifeguard_shutdown_mu_);   while (lifeguard_running_) {-    lifeguard_shutdown_cv_.Signal();-    lifeguard_shutdown_cv_.WaitWithTimeout(+    lifeguard_should_shut_down_cv_.Signal();","I think this bit needs to be fixed prior to de-experimentalizing: this wakeup ought to be possible with a single signal when the flag changes.That we need a loop here will likely lead to some wildly varying and load-dependent shutdown times.(it may be that we need to accept a small perf regression here to achieve that, and I think the robustness improvement will be worth it)",
18664614,markdroth,https://api.github.com/repos/grpc/grpc/pulls/33254,1224653415,2023-06-09T18:58:21Z,test/core/client_channel/lb_policy/pick_first_test.cc,"@@ -39,6 +49,70 @@ class PickFirstTest : public LoadBalancingPolicyTest {  protected:   PickFirstTest() : lb_policy_(MakeLbPolicy(""pick_first"")) {} +  static RefCountedPtr<LoadBalancingPolicy::Config> MakePickFirstConfig(+      bool shuffle_address_list) {+    return MakeConfig(Json::FromArray({Json::FromObject({{+        ""pick_first"",+        Json::FromObject(+            {{""shuffleAddressList"", Json::FromBool(shuffle_address_list)}}),+    }})}));+  }++  // Gets order the addresses are being picked. Return type is void so+  // assertions can be used+  void GetOrderAddressesArePicked(+      absl::Span<const absl::string_view> addresses,+      std::vector<absl::string_view>* out_address_order) {+    // Construct a map of subchannel to address.+    // We will remove entries as each subchannel starts to connect.+    std::map<SubchannelState*, absl::string_view> subchannels;+    for (auto address : addresses) {+      auto* subchannel = FindSubchannel(+          address, ChannelArgs().Set(GRPC_ARG_INHIBIT_HEALTH_CHECKING, true));+      ASSERT_NE(subchannel, nullptr);+      subchannels.emplace(subchannel, address);+    }+    // Now process each subchannel in the order in which pick_first tries it.+    while (!subchannels.empty()) {+      // Find the subchannel that is being attempted.+      SubchannelState* subchannel = nullptr;+      for (const auto& p : subchannels) {+        if (p.first->ConnectionRequested()) {+          out_address_order->push_back(p.second);+          subchannel = p.first;+          break;+        }+      }+      ASSERT_NE(subchannel, nullptr);+      // The subchannel reports CONNECTING.+      subchannel->SetConnectivityState(GRPC_CHANNEL_CONNECTING);+      // If this is the first subchannel being attempted, expect a CONNECTING+      // update.+      if (subchannels.size() == addresses.size()) {+        ExpectConnectingUpdate();+      }+      if (subchannels.size() > 1) {+        // Not the last subchannel in the list.  Connection attempt should fail.+        subchannel->SetConnectivityState(+            GRPC_CHANNEL_TRANSIENT_FAILURE,+            absl::UnavailableError(""failed to connect""));+        subchannel->SetConnectivityState(GRPC_CHANNEL_IDLE);+      } else {","I don't think this is going to work reliably.  The test is going to be flaky.The problem is that when we call `ExpectStateAndQueuingPicker(GRPC_CHANNEL_IDLE)` for the last subchannel, doing the pick will trigger the LB policy to exit idle state and start trying to connect again.  It will start with the first subchannel in the *current* order of the addresses, so `ConnectionRequested()` will return true for that subchannel even before we send a new address list update to the LB policy, which will cause it to shuffle again.  So the next time we call `GetOrderAddressesArePicked()`, we may see the connection attempts in a different order than the new shuffled order.For example, consider the following sequence of events:1. We send the LB policy an address update containing [A, B, C].  The LB policy shuffles to the order [C, B, A].1. On the first call to `GetOrderAddressesArePicked()`, we see the shuffled order [C, B, A].  We fail the connection attempts to C and B, and then we succeed connecting to A.  Then we have A report IDLE, which causes the policy to report IDLE.  Now we request a pick, which triggers the policy to start trying to connect again.  It will request a connection on C, since that's the first address in the current order.  At this point, the subchannel for C will return true for `ConnectionRequested()`, but we haven't yet checked it.2. Now we send the LB policy a new address list update.  This time, it shuffles the addresses into order [B, A, C].  It will now immediately drop the old subchannel list and switch to the new one, and it will start connecting to address B.  This means the subchannel for B will return true for `ConnectionRequested()`.6. In the test, we now call `GetOrderAddressesArePicked()` again.  At this point, the subchannels for both addresses B and C will return true for `ConnectionRequested()`.  We want the test to see B first, since that's the first entry in the shuffled address list, but it may happen to see C first instead, thus returning a different order than what the LB policy is actually using.  (The order in which we check the addresses here depends on the addresses that happen to be used to allocate the `SubchannelState` objects, since that address is the key of the map on line 69.)To solve this, I think you need to add a parameter to this function indicating whether we want to finish the connection attempt pass.  In the case where we are going to send another address update after this one, we should avoid doing a pick after the LB policy reports IDLE, so that it does not start trying to connect again.  In other words, we want something like this on line 110:```if (exit_idle_after_connection_fails) {  ExpectStateAndQueuingPicker(GRPC_CHANNEL_IDLE);} else {  ExpectState(GRPC_CHANNEL_IDLE);}```But this also means that we need to trigger the LB policy to exit idle *after* we deliver the subsequent address list update to it.  So we'll probably need to add code at the top of this function to hop into the `WorkSerializer` and call the LB policy's `ExitIdleLocked()` method.",
30379873,carlocab,https://api.github.com/repos/grpc/grpc/pulls/32988,1224695751,2023-06-09T19:40:08Z,cmake/protobuf.cmake,"@@ -90,6 +86,6 @@ elseif(gRPC_PROTOBUF_PROVIDER STREQUAL ""package"")         set(_gRPC_PROTOBUF_PROTOC_EXECUTABLE ${PROTOBUF_PROTOC_EXECUTABLE})       endif()     endif()-    set(_gRPC_FIND_PROTOBUF ""if(NOT Protobuf_FOUND AND NOT PROTOBUF_FOUND)\n  find_package(Protobuf ${gRPC_PROTOBUF_PACKAGE_TYPE})\nendif()"")+    set(_gRPC_FIND_PROTOBUF ""if(NOT Protobuf_FOUND AND NOT PROTOBUF_FOUND)\n  find_package(Protobuf CONFIG)\nendif()"")",You need to `include(CMakeFindDependencyMacro)` to use `find_dependency`. #33361,
122473768,alto-ruby,https://api.github.com/repos/grpc/grpc/pulls/33400,1225683048,2023-06-11T02:38:04Z,src/core/lib/gpr/log.cc,"@@ -109,6 +110,8 @@ static gpr_atm parse_log_severity(absl::string_view str, gpr_atm error_value) { }  void gpr_log_verbosity_init() {+  absl::InitializeLog();",Can you try doing this in [Init_grpc_c](https://github.com/grpc/grpc/blob/master/src/ruby/ext/grpc/rb_grpc.c#L306)?,X
287917,eugeneo,https://api.github.com/repos/grpc/grpc/pulls/33254,1226969497,2023-06-12T17:01:13Z,test/core/client_channel/lb_policy/pick_first_test.cc,"@@ -254,45 +255,45 @@ TEST_F(PickFirstTest, GoesIdleWhenConnectionFailsThenCanReconnect) { TEST_F(PickFirstTest, WithShuffle) {   testing::ScopedExperimentalEnvVar env_var(       ""GRPC_EXPERIMENTAL_PICKFIRST_LB_CONFIG"");-  // 6 addresses have 6! = 720 permutations or 0.1% chance that the shuffle-  // returns initial sequence   constexpr std::array<absl::string_view, 6> kAddresses = {       ""ipv4:127.0.0.1:443"", ""ipv4:127.0.0.1:444"", ""ipv4:127.0.0.1:445"",       ""ipv4:127.0.0.1:446"", ""ipv4:127.0.0.1:447"", ""ipv4:127.0.0.1:448""};-  absl::Status status = ApplyUpdate(-      BuildUpdate(kAddresses, MakePickFirstConfig(true)), lb_policy_.get());-  EXPECT_TRUE(status.ok()) << status;-  std::vector<absl::string_view> prev_attempt_connect_order;-  GetOrderAddressesArePicked(kAddresses, &prev_attempt_connect_order);-  // There is 0.1% chance this check fails by design. Not an assert to prevent-  // flake-  if (absl::MakeConstSpan(prev_attempt_connect_order) ==-      absl::MakeConstSpan(kAddresses)) {-    gpr_log(GPR_INFO, ""Address order did not change"");-  }-  constexpr size_t kMaxAttempts = 5;-  bool shuffled = false;-  for (size_t attempt = 0; attempt < kMaxAttempts; ++attempt) {-    std::vector<absl::string_view> address_order;-    GetOrderAddressesArePicked(kAddresses, &address_order);-    if (address_order != prev_attempt_connect_order) {-      shuffled = true;+  // 6 addresses have 6! = 720 permutations or roughly 0.14% chance that+  // the shuffle returns same permutation. We allow for several tries to+  // prevent flake test.+  constexpr size_t kMaxTries = 10;+  std::vector<absl::string_view> addresses_after_update;+  for (size_t i = 0; i < kMaxTries; i++) {+    absl::Status status = ApplyUpdate(+        BuildUpdate(kAddresses, MakePickFirstConfig(true)), lb_policy_.get());+    EXPECT_TRUE(status.ok()) << status;+    GetOrderAddressesArePicked(kAddresses, &addresses_after_update);+    if (absl::MakeConstSpan(addresses_after_update) !=+        absl::MakeConstSpan(kAddresses)) {       break;     }-    prev_attempt_connect_order = std::move(address_order);   }-  ASSERT_TRUE(shuffled) << ""Addresses are not reshuffled"";+  // Same elements, different order+  ASSERT_THAT(addresses_after_update,","The goal hear is to check that all addresses are there, no duplicates - and order is different.",
963826,stanhu,https://api.github.com/repos/grpc/grpc/pulls/33400,1227011529,2023-06-12T17:26:20Z,src/core/lib/gpr/log.cc,"@@ -109,6 +110,8 @@ static gpr_atm parse_log_severity(absl::string_view str, gpr_atm error_value) { }  void gpr_log_verbosity_init() {+  absl::InitializeLog();","Yes, that seems to work, though calling `absl::InitializeLog()` twice causes the library to fail the seoncd time.",
18664614,markdroth,https://api.github.com/repos/grpc/grpc/pulls/33254,1229734882,2023-06-14T14:41:08Z,test/core/client_channel/lb_policy/pick_first_test.cc,"@@ -121,7 +128,8 @@ TEST_F(PickFirstTest, FirstAddressWorks) {   // Send an update containing two addresses.   constexpr std::array<absl::string_view, 2> kAddresses = {       ""ipv4:127.0.0.1:443"", ""ipv4:127.0.0.1:444""};-  absl::Status status = ApplyUpdate(BuildUpdate(kAddresses), lb_policy_.get());+  absl::Status status = ApplyUpdate(+      BuildUpdate(kAddresses, MakePickFirstConfig(false)), lb_policy_.get());","If we are going to pass in a config that explicitly sets ""shuffleAddressList"" to false instead of just leaving that field unset, then that means that we have no test coverage to verify that if the field is unset it defaults to false.I suggest the following:- Change the `shuffle_address_list` parameter to `MakePickFirstConfig()` to be `absl::optional<bool>` and have it default to `absl::nullopt`.  If it does not have a value, then we leave the field unset in the config.- For all tests except `WithShuffle` and `ShufflingDisabled`, leave the parameter unset.  Those two tests will set the parameter to true.- Add a new test `ShufflingDisabledInConfig` that is the same as `ShufflingDisabled`, except that (a) it sets the env var to enable the feature and (b) it explicitly passes false to `MakePickFirstConfig()`.",X
